asdf_id,udel_air_temp_v501_mean.2000.max,udel_air_temp_v501_mean.2000.mean,udel_air_temp_v501_mean.2000.min,udel_air_temp_v501_mean.2001.max,udel_air_temp_v501_mean.2001.mean,udel_air_temp_v501_mean.2001.min,udel_air_temp_v501_mean.2002.max,udel_air_temp_v501_mean.2002.mean,udel_air_temp_v501_mean.2002.min,udel_air_temp_v501_mean.2003.max,udel_air_temp_v501_mean.2003.mean,udel_air_temp_v501_mean.2003.min,udel_air_temp_v501_mean.2004.max,udel_air_temp_v501_mean.2004.mean,udel_air_temp_v501_mean.2004.min,udel_air_temp_v501_mean.2005.max,udel_air_temp_v501_mean.2005.mean,udel_air_temp_v501_mean.2005.min,udel_air_temp_v501_mean.2006.max,udel_air_temp_v501_mean.2006.mean,udel_air_temp_v501_mean.2006.min,udel_air_temp_v501_mean.2007.max,udel_air_temp_v501_mean.2007.mean,udel_air_temp_v501_mean.2007.min,udel_air_temp_v501_mean.2008.max,udel_air_temp_v501_mean.2008.mean,udel_air_temp_v501_mean.2008.min,udel_air_temp_v501_mean.2009.max,udel_air_temp_v501_mean.2009.mean,udel_air_temp_v501_mean.2009.min,udel_air_temp_v501_mean.2010.max,udel_air_temp_v501_mean.2010.mean,udel_air_temp_v501_mean.2010.min,udel_air_temp_v501_mean.2011.max,udel_air_temp_v501_mean.2011.mean,udel_air_temp_v501_mean.2011.min,udel_air_temp_v501_mean.2012.max,udel_air_temp_v501_mean.2012.mean,udel_air_temp_v501_mean.2012.min,udel_air_temp_v501_mean.2013.max,udel_air_temp_v501_mean.2013.mean,udel_air_temp_v501_mean.2013.min,udel_air_temp_v501_mean.2014.max,udel_air_temp_v501_mean.2014.mean,udel_air_temp_v501_mean.2014.min,udel_air_temp_v501_mean.2015.max,udel_air_temp_v501_mean.2015.mean,udel_air_temp_v501_mean.2015.min,udel_air_temp_v501_mean.2016.max,udel_air_temp_v501_mean.2016.mean,udel_air_temp_v501_mean.2016.min,udel_air_temp_v501_mean.2017.max,udel_air_temp_v501_mean.2017.mean,udel_air_temp_v501_mean.2017.min,NAME_2,NAME_3,NAME_0,NAME_1,VARNAME_3,TYPE_3,Shape_Area,ENGTYPE_3,Shape_Length,NL_NAME_3,ID_3,ID_0,ID_1,ISO,ID_2,CCA_3,CCN_3
545,21.8333333333,21.8333333333,21.8333333333,21.95,21.95,21.95,22.0916666667,22.0916666667,22.0916666667,21.7916666667,21.7916666667,21.7916666667,21.9916666667,21.9916666667,21.9916666667,22.8083333333,22.8083333333,22.8083333333,22.325,22.325,22.325,22.225,22.225,22.225,21.925,21.925,21.925,22.1,22.1,22.1,22.4666666667,22.4666666667,22.4666666667,21.95,21.95,21.95,21.825,21.825,21.825,22.1333333333,22.1333333333,22.1333333333,21.95,21.95,21.95,22.35,22.35,22.35,22.7416666667,22.7416666667,22.7416666667,22.3,22.3,22.3,Bukoto,Mukungwe,Uganda,Masaka,,Sub-county,0.010687,Sub-county,0.616358,,546,239,35,UGA,91,,
546,22.0333333333,20.6787997745,20.1666666667,22.0583333333,20.8166784942,20.325,22.225,20.956073535,20.4333333333,21.9833333333,20.6227392209,20.1083333333,22.1583333333,20.8227390478,20.3166666667,23.1416666667,21.7159192662,21.2333333333,22.6833333333,21.209858078,20.7333333333,22.5333333333,21.1416767633,20.6666666667,21.95,20.6363771685,20.0916666667,22.1,20.742438126,20.1833333333,22.5666666667,21.3144069837,20.7916666667,21.9666666667,20.6856197868,20.1416666667,21.8666666667,20.2765291295,19.675,22.1333333333,20.7363782647,20.1583333333,21.95,20.3439549664,19.7083333333,22.35,20.9545603871,20.375,22.7416666667,21.4121358772,20.85,22.3,21.0280451045,20.475,Bukoto,Ndagwe,Uganda,Masaka,,Sub-county,0.011521,Sub-county,0.529546,,547,239,35,UGA,91,,
547,21.8333333333,21.8333333333,21.8333333333,21.95,21.95,21.95,22.0916666667,22.0916666667,22.0916666667,21.7916666667,21.7916666667,21.7916666667,21.9916666667,21.9916666667,21.9916666667,22.8083333333,22.8083333333,22.8083333333,22.325,22.325,22.325,22.225,22.225,22.225,21.925,21.925,21.925,22.1,22.1,22.1,22.4666666667,22.4666666667,22.4666666667,21.95,21.95,21.95,21.825,21.825,21.825,22.1333333333,22.1333333333,22.1333333333,21.95,21.95,21.95,22.35,22.35,22.35,22.7416666667,22.7416666667,22.7416666667,22.3,22.3,22.3,Kalungu,Bukulula,Uganda,Masaka,,Sub-county,0.017749,Sub-county,1.205698,,548,239,35,UGA,92,,
548,21.8333333333,21.8333333333,21.8333333333,21.95,21.95,21.95,22.0916666667,22.0916666667,22.0916666667,21.7916666667,21.7916666667,21.7916666667,21.9916666667,21.9916666667,21.9916666667,22.8083333333,22.8083333333,22.8083333333,22.325,22.325,22.325,22.225,22.225,22.225,21.925,21.925,21.925,22.1,22.1,22.1,22.4666666667,22.4666666667,22.4666666667,21.95,21.95,21.95,21.825,21.825,21.825,22.1333333333,22.1333333333,22.1333333333,21.95,21.95,21.95,22.35,22.35,22.35,22.7416666667,22.7416666667,22.7416666667,22.3,22.3,22.3,Kalungu,Kalungu,Uganda,Masaka,,Sub-county,0.013725,Sub-county,0.537062,,549,239,35,UGA,92,,
549,21.8333333333,21.8333333333,21.8333333333,21.95,21.95,21.95,22.0916666667,22.0916666667,22.0916666667,21.7916666667,21.7916666667,21.7916666667,21.9916666667,21.9916666667,21.9916666667,22.8083333333,22.8083333333,22.8083333333,22.325,22.325,22.325,22.225,22.225,22.225,21.925,21.925,21.925,22.1,22.1,22.1,22.4666666667,22.4666666667,22.4666666667,21.95,21.95,21.95,21.825,21.825,21.825,22.1333333333,22.1333333333,22.1333333333,21.95,21.95,21.95,22.35,22.35,22.35,22.7416666667,22.7416666667,22.7416666667,22.3,22.3,22.3,Kalungu,Kyamuliibwa,Uganda,Masaka,,Sub-county,0.009392,Sub-county,0.459399,,550,239,35,UGA,92,,
550,21.8333333333,21.8333333333,21.8333333333,21.95,21.95,21.95,22.0916666667,22.0916666667,22.0916666667,21.7916666667,21.7916666667,21.7916666667,21.9916666667,21.9916666667,21.9916666667,22.8083333333,22.8083333333,22.8083333333,22.325,22.325,22.325,22.225,22.225,22.225,21.925,21.925,21.925,22.1,22.1,22.1,22.4666666667,22.4666666667,22.4666666667,21.95,21.95,21.95,21.825,21.825,21.825,22.1333333333,22.1333333333,22.1333333333,21.95,21.95,21.95,22.35,22.35,22.35,22.7416666667,22.7416666667,22.7416666667,22.3,22.3,22.3,Kalungu,Lukaya Tc,Uganda,Masaka,,Sub-county,0.004175,Sub-county,0.33963,,551,239,35,UGA,92,,
551,22.225,22.0509259295,21.8333333333,22.3333333333,22.1629629665,21.95,22.5416666667,22.3416666708,22.0916666667,22.1916666667,22.0138888926,21.7916666667,22.4,22.2185185223,21.9916666667,23.0916666667,22.9657407433,22.8083333333,22.6333333333,22.4962962991,22.325,22.5666666667,22.414814818,22.225,22.3833333333,22.1796296338,21.925,22.5833333333,22.368518523,22.1,22.8833333333,22.698148152,22.4666666667,22.3833333333,22.1907407447,21.95,22.3166666667,22.0981481527,21.825,22.625,22.406481486,22.1333333333,22.4916666667,22.2509259309,21.95,22.875,22.6416666715,22.35,23.225,23.0101851896,22.7416666667,22.7666666667,22.5592592636,22.3,Kalungu,Lwabenge,Uganda,Masaka,,Sub-county,0.019681,Sub-county,0.727612,,552,239,35,UGA,92,,
552,21.8333333333,21.8333333333,21.8333333333,21.95,21.95,21.95,22.0916666667,22.0916666667,22.0916666667,21.7916666667,21.7916666667,21.7916666667,21.9916666667,21.9916666667,21.9916666667,22.8083333333,22.8083333333,22.8083333333,22.325,22.325,22.325,22.225,22.225,22.225,21.925,21.925,21.925,22.1,22.1,22.1,22.4666666667,22.4666666667,22.4666666667,21.95,21.95,21.95,21.825,21.825,21.825,22.1333333333,22.1333333333,22.1333333333,21.95,21.95,21.95,22.35,22.35,22.35,22.7416666667,22.7416666667,22.7416666667,22.3,22.3,22.3,Masaka,Katwe/Butego,Uganda,Masaka,,Sub-county,0.001257,Sub-county,0.233971,,553,239,35,UGA,93,,
553,21.8333333333,21.8333333333,21.8333333333,21.95,21.95,21.95,22.0916666667,22.0916666667,22.0916666667,21.7916666667,21.7916666667,21.7916666667,21.9916666667,21.9916666667,21.9916666667,22.8083333333,22.8083333333,22.8083333333,22.325,22.325,22.325,22.225,22.225,22.225,21.925,21.925,21.925,22.1,22.1,22.1,22.4666666667,22.4666666667,22.4666666667,21.95,21.95,21.95,21.825,21.825,21.825,22.1333333333,22.1333333333,22.1333333333,21.95,21.95,21.95,22.35,22.35,22.35,22.7416666667,22.7416666667,22.7416666667,22.3,22.3,22.3,Masaka,Kimanya/Kyabaku,Uganda,Masaka,,Sub-county,0.001545,Sub-county,0.181479,,554,239,35,UGA,93,,
554,21.8333333333,21.8333333333,21.8333333333,21.95,21.95,21.95,22.0916666667,22.0916666667,22.0916666667,21.7916666667,21.7916666667,21.7916666667,21.9916666667,21.9916666667,21.9916666667,22.8083333333,22.8083333333,22.8083333333,22.325,22.325,22.325,22.225,22.225,22.225,21.925,21.925,21.925,22.1,22.1,22.1,22.4666666667,22.4666666667,22.4666666667,21.95,21.95,21.95,21.825,21.825,21.825,22.1333333333,22.1333333333,22.1333333333,21.95,21.95,21.95,22.35,22.35,22.35,22.7416666667,22.7416666667,22.7416666667,22.3,22.3,22.3,Masaka,Nyendo/Senyange,Uganda,Masaka,,Sub-county,0.000959,Sub-county,0.159894,,555,239,35,UGA,93,,
555,26.4,25.5888888889,23.9666666667,26.6583333333,25.8527777778,24.2416666667,27.125,26.3,24.65,26.8666666667,26.0083333333,24.2916666667,26.6416666667,25.825,24.1916666667,27.0916666667,26.275,24.6416666667,26.6416666667,25.8472222222,24.2583333333,26.7416666667,25.9166666667,24.2666666667,26.65,25.8583333333,24.275,27.0833333333,26.2777777778,24.6666666667,27.1333333333,26.2972222222,24.625,26.6083333333,25.7861111111,24.1416666667,26.2166666667,25.45,23.9166666667,26.4833333333,25.6944444444,24.1166666667,26.3,25.5527777778,24.0583333333,26.675,25.8944444444,24.3333333333,27.0166666667,26.2083333333,24.5916666667,26.6666666667,25.8555555556,24.2333333333,Bujenje,Biiso,Uganda,Masindi,,Sub-county,0.042999,Sub-county,1.315673,,556,239,36,UGA,94,,
556,26.4,24.490842505,23.9666666667,26.6583333333,24.7642159812,24.2416666667,27.125,25.1847442794,24.65,26.8666666667,24.8495807352,24.2916666667,26.6416666667,24.7201105197,24.1916666667,27.0916666667,25.1674690288,24.6416666667,26.6416666667,24.7723466183,24.2583333333,26.7416666667,24.8010045628,24.2666666667,26.65,24.7894191728,24.275,27.0833333333,25.1932798134,24.6666666667,27.1333333333,25.1650292431,24.625,26.6083333333,24.6731593848,24.1416666667,26.2166666667,24.4123877521,23.9166666667,26.4833333333,24.6239736376,24.1166666667,26.3,24.5414530707,24.0583333333,26.675,24.8363717941,24.3333333333,27.0166666667,25.1095430695,24.5916666667,26.6666666667,24.7530389562,24.2333333333,Bujenje,Budongo,Uganda,Masindi,,Sub-county,0.050548,Sub-county,1.743738,,557,239,36,UGA,94,,
557,26.4,25.3294187145,23.9666666667,26.6583333333,25.5905304172,24.2416666667,27.125,26.1008012463,24.65,26.8666666667,25.8982910634,24.2916666667,26.6416666667,25.6191356975,24.1916666667,27.0916666667,25.9558127246,24.6416666667,26.6416666667,25.5819202634,24.2583333333,26.7416666667,25.7016360271,24.2666666667,26.65,25.6516372965,24.275,27.0833333333,26.1988469911,24.6666666667,27.1333333333,26.0869126967,24.625,26.6083333333,25.5446941645,24.1416666667,26.2166666667,25.1708121152,23.9166666667,26.4833333333,25.3430395856,24.1166666667,26.3,25.2363722583,24.0583333333,26.675,25.5572054648,24.3333333333,27.0166666667,25.8316518229,24.5916666667,26.6666666667,25.4760963519,24.2333333333,Bujenje,Buliisa,Uganda,Masindi,,Sub-county,0.049347,Sub-county,1.483328,,558,239,36,UGA,94,,
558,26.4,24.2338843824,23.9666666667,26.6583333333,24.4844372126,24.2416666667,27.125,24.8733228429,24.65,26.8666666667,24.4827618365,24.2916666667,26.6416666667,24.4444379235,24.1916666667,27.0916666667,24.9449996407,24.6416666667,26.6416666667,24.5338861599,24.2583333333,26.7416666667,24.5288831381,24.2666666667,26.65,24.5072143388,24.275,27.0833333333,24.8472074069,24.6666666667,27.1333333333,24.8933278195,24.625,26.6083333333,24.4227744562,24.1416666667,26.2166666667,24.2294475217,23.9166666667,26.4833333333,24.4688957578,24.1166666667,26.3,24.3711150771,24.0583333333,26.675,24.672227847,24.3333333333,27.0166666667,24.943894869,24.5916666667,26.6666666667,24.5744489434,24.2333333333,Bujenje,Bwijanga,Uganda,Masindi,,Sub-county,0.041192,Sub-county,1.101944,,559,239,36,UGA,94,,
559,23.9666666667,23.9666666667,23.9666666667,24.2416666667,24.2416666667,24.2416666667,24.65,24.65,24.65,24.2916666667,24.2916666667,24.2916666667,24.1916666667,24.1916666667,24.1916666667,24.6416666667,24.6416666667,24.6416666667,24.2583333333,24.2583333333,24.2583333333,24.2666666667,24.2666666667,24.2666666667,24.275,24.275,24.275,24.6666666667,24.6666666667,24.6666666667,24.625,24.625,24.625,24.1416666667,24.1416666667,24.1416666667,23.9166666667,23.9166666667,23.9166666667,24.1166666667,24.1166666667,24.1166666667,24.0583333333,24.0583333333,24.0583333333,24.3333333333,24.3333333333,24.3333333333,24.5916666667,24.5916666667,24.5916666667,24.2333333333,24.2333333333,24.2333333333,Buruli,Karujubu,Uganda,Masindi,,Sub-county,0.006933,Sub-county,0.492009,,560,239,36,UGA,95,,
560,24.1916666667,24.068531026,23.9666666667,24.4166666667,24.3213059825,24.2416666667,24.775,24.7037109449,24.6333333333,24.3333333333,24.2981517217,24.1833333333,24.3833333333,24.2787143303,24.1916666667,24.9416666667,24.7722394317,24.6166666667,24.5083333333,24.3722360462,24.2583333333,24.475,24.3583451825,24.2583333333,24.4333333333,24.3527859593,24.275,24.7083333333,24.6870392,24.6666666667,24.8416666667,24.7176051941,24.5916666667,24.3916666667,24.2546435477,24.1416666667,24.2583333333,24.0750186201,23.9166666667,24.5333333333,24.3083561853,24.1166666667,24.4083333333,24.2240927882,24.0583333333,24.725,24.5194653215,24.3333333333,25.0,24.7731711882,24.5916666667,24.6166666667,24.4065028288,24.2333333333,Buruli,Kimengo,Uganda,Masindi,,Sub-county,0.066514,Sub-county,1.727178,,561,239,36,UGA,95,,
561,23.9666666667,23.9666666667,23.9666666667,24.2416666667,24.2416666667,24.2416666667,24.65,24.65,24.65,24.2916666667,24.2916666667,24.2916666667,24.1916666667,24.1916666667,24.1916666667,24.6416666667,24.6416666667,24.6416666667,24.2583333333,24.2583333333,24.2583333333,24.2666666667,24.2666666667,24.2666666667,24.275,24.275,24.275,24.6666666667,24.6666666667,24.6666666667,24.625,24.625,24.625,24.1416666667,24.1416666667,24.1416666667,23.9166666667,23.9166666667,23.9166666667,24.1166666667,24.1166666667,24.1166666667,24.0583333333,24.0583333333,24.0583333333,24.3333333333,24.3333333333,24.3333333333,24.5916666667,24.5916666667,24.5916666667,24.2333333333,24.2333333333,24.2333333333,Buruli,Masindi Tc,Uganda,Masindi,,Sub-county,0.002047,Sub-county,0.214732,,562,239,36,UGA,95,,
562,23.9666666667,23.9666666667,23.9666666667,24.2416666667,24.2416666667,24.2416666667,24.65,24.65,24.65,24.2916666667,24.2916666667,24.2916666667,24.1916666667,24.1916666667,24.1916666667,24.6416666667,24.6416666667,24.6416666667,24.2583333333,24.2583333333,24.2583333333,24.2666666667,24.2666666667,24.2666666667,24.275,24.275,24.275,24.6666666667,24.6666666667,24.6666666667,24.625,24.625,24.625,24.1416666667,24.1416666667,24.1416666667,23.9166666667,23.9166666667,23.9166666667,24.1166666667,24.1166666667,24.1166666667,24.0583333333,24.0583333333,24.0583333333,24.3333333333,24.3333333333,24.3333333333,24.5916666667,24.5916666667,24.5916666667,24.2333333333,24.2333333333,24.2333333333,Buruli,Miirya,Uganda,Masindi,,Sub-county,0.030483,Sub-county,0.801532,,563,239,36,UGA,95,,
563,23.9666666667,23.9666666667,23.9666666667,24.2416666667,24.2416666667,24.2416666667,24.65,24.65,24.65,24.2916666667,24.2916666667,24.2916666667,24.1916666667,24.1916666667,24.1916666667,24.6416666667,24.6416666667,24.6416666667,24.2583333333,24.2583333333,24.2583333333,24.2666666667,24.2666666667,24.2666666667,24.275,24.275,24.275,24.6666666667,24.6666666667,24.6666666667,24.625,24.625,24.625,24.1416666667,24.1416666667,24.1416666667,23.9166666667,23.9166666667,23.9166666667,24.1166666667,24.1166666667,24.1166666667,24.0583333333,24.0583333333,24.0583333333,24.3333333333,24.3333333333,24.3333333333,24.5916666667,24.5916666667,24.5916666667,24.2333333333,24.2333333333,24.2333333333,Buruli,Nyangahya,Uganda,Masindi,,Sub-county,0.005855,Sub-county,0.553453,,564,239,36,UGA,95,,
564,25.9916666667,24.174302179,23.9666666667,26.3333333333,24.456137916,24.2416666667,26.775,24.8678891179,24.65,26.5666666667,24.5249361929,24.2916666667,26.2583333333,24.4035745147,24.1916666667,26.6,24.842466442,24.6416666667,26.2666666667,24.4642599114,24.2583333333,26.375,24.4828468503,24.2666666667,26.3666666667,24.4894712494,24.275,26.925,24.8982272586,24.6666666667,26.7,24.8377623151,24.625,26.2,24.3527200475,24.1416666667,25.8416666667,24.1140485735,23.9166666667,25.9833333333,24.3080673036,24.1166666667,25.9333333333,24.2505884374,24.0583333333,26.225,24.5272973716,24.3333333333,26.425,24.779649435,24.5916666667,26.075,24.4221705688,24.2333333333,Buruli,Pakanyi,Uganda,Masindi,,Sub-county,0.057048,Sub-county,1.258285,,565,239,36,UGA,95,,
565,23.9833333333,23.9724637679,23.9666666667,24.2583333333,24.2474637679,24.2416666667,24.65,24.6442028988,24.6333333333,24.2916666667,24.2539855088,24.1833333333,24.2083333333,24.1974637679,24.1916666667,24.6416666667,24.6329710148,24.6166666667,24.2833333333,24.2670289852,24.2583333333,24.2666666667,24.2637681161,24.2583333333,24.3416666667,24.2981884049,24.275,24.6833333333,24.6724637679,24.6666666667,24.625,24.6134057976,24.5916666667,24.1583333333,24.1474637679,24.1416666667,23.975,23.9369565209,23.9166666667,24.175,24.1369565209,24.1166666667,24.15,24.09021739,24.0583333333,24.4416666667,24.3710144912,24.3333333333,24.5916666667,24.5916666667,24.5916666667,24.2583333333,24.2420289852,24.2333333333,Kibanda,Kigumba,Uganda,Masindi,,Sub-county,0.026108,Sub-county,0.93006,,566,239,36,UGA,96,,
566,25.9916666667,25.0500736555,23.9666666667,26.3333333333,25.3836988643,24.2416666667,26.775,25.7931605718,24.6333333333,26.5666666667,25.4816015839,24.1833333333,26.2583333333,25.2959049478,24.1916666667,26.6,25.6682309021,24.6166666667,26.2666666667,25.3369199828,24.2583333333,26.375,25.3901274043,24.2583333333,26.3666666667,25.4276896167,24.275,26.925,25.9009517304,24.6666666667,26.7,25.7182832722,24.5916666667,26.2,25.231323043,24.1416666667,25.8416666667,24.9334166038,23.9166666667,25.9833333333,25.0863974009,24.1166666667,25.9333333333,25.0522308342,24.0583333333,26.225,25.3559792515,24.3333333333,26.425,25.5320507199,24.5916666667,26.075,25.1958599251,24.2333333333,Kibanda,Kiryandongo,Uganda,Masindi,,Sub-county,0.259648,Sub-county,3.021132,,567,239,36,UGA,96,,
567,23.9833333333,23.9754901963,23.9666666667,24.2583333333,24.2504901963,24.2416666667,24.65,24.6411764703,24.6333333333,24.2916666667,24.2343137238,24.1833333333,24.2083333333,24.2004901963,24.1916666667,24.6416666667,24.6284313722,24.6166666667,24.2833333333,24.2715686278,24.2583333333,24.2666666667,24.2622549018,24.2583333333,24.3416666667,24.3102941187,24.275,24.6833333333,24.6754901963,24.6666666667,24.625,24.6073529407,24.5916666667,24.1583333333,24.1504901963,24.1416666667,23.975,23.9475490205,23.9166666667,24.175,24.1475490205,24.1166666667,24.15,24.1068627465,24.0583333333,24.4416666667,24.3906862762,24.3333333333,24.5916666667,24.5916666667,24.5916666667,24.2583333333,24.2465686278,24.2333333333,Kibanda,Masindi Port,Uganda,Masindi,Masindi -Port,Sub-county,0.021914,Sub-county,0.660438,,568,239,36,UGA,96,,
568,24.3416666667,24.2439177286,23.9833333333,24.7583333333,24.6219394663,24.2583333333,25.125,24.990879364,24.6333333333,24.7333333333,24.5833000796,24.1833333333,24.5666666667,24.4689177286,24.2083333333,24.9416666667,24.8530106531,24.6166666667,24.6416666667,24.5439177286,24.2833333333,24.6666666667,24.5552783419,24.2583333333,24.7833333333,24.6628520841,24.3416666667,25.2333333333,25.0833000796,24.6833333333,24.9833333333,24.8764914708,24.5916666667,24.4583333333,24.3764970131,24.1583333333,24.1416666667,24.0962020443,23.975,24.2416666667,24.2234808177,24.175,24.25,24.2227212266,24.15,24.6166666667,24.5689288132,24.4416666667,24.725,24.6886283021,24.5916666667,24.4333333333,24.3855954799,24.2583333333,Kibanda,Mutunda,Uganda,Masindi,,Sub-county,0.045996,Sub-county,1.036248,,569,239,36,UGA,96,,
569,23.3416666667,22.834597556,22.4,23.2666666667,22.7461355442,22.3,23.8333333333,23.3352388971,22.9083333333,23.375,22.8769055638,22.45,23.475,22.9589562148,22.5166666667,24.0333333333,23.5531882462,23.1416666667,23.6416666667,23.1749835913,22.775,23.625,23.113443552,22.675,23.7916666667,23.2531861951,22.7916666667,24.05,23.5160068657,23.0583333333,23.9583333333,23.4512642226,23.0166666667,23.65,23.138443552,22.7,23.35,22.8878042619,22.4916666667,23.5666666667,23.0865215795,22.675,23.575,23.0903675756,22.675,24.1,23.6063929011,23.1833333333,24.15,23.6922915992,23.3,23.8833333333,23.416650258,23.0166666667,Bunya,Baitambogwe,Uganda,Mayuge,,Sub-county,0.011062,Sub-county,0.8145,,570,239,37,UGA,97,,
570,23.3416666667,22.9208207041,22.4,23.2666666667,22.7108196379,22.3,23.8333333333,23.3158200441,22.9083333333,23.4833333333,23.0358205264,22.45,23.5583333333,23.0716524762,22.5166666667,24.05,23.6433210722,23.1416666667,23.6833333333,23.2741545198,22.775,23.7083333333,23.2099854542,22.675,24.0833333333,23.4858173532,22.7916666667,24.325,23.7608182417,23.0583333333,24.075,23.5983197014,23.0166666667,23.7166666667,23.2566531616,22.7,23.35,22.8874880054,22.4916666667,23.5666666667,23.0266544055,22.675,23.575,23.056654304,22.675,24.1,23.6249874342,23.1833333333,24.15,23.7358220495,23.3,23.9416666667,23.5308212626,23.0166666667,Bunya,Buwaya,Uganda,Mayuge,Buwaaya,Sub-county,0.009181,Sub-county,0.49873,,571,239,37,UGA,97,,
571,23.3416666667,22.6175322458,22.4,23.2666666667,22.5122686028,22.3,23.8333333333,23.1122691374,22.9083333333,23.375,22.6688483235,22.45,23.475,22.7377074733,22.5166666667,24.0333333333,23.3477960227,23.1416666667,23.6416666667,22.9758665147,22.775,23.625,22.8920935087,22.675,23.7916666667,23.0293737389,22.7916666667,24.05,23.2964791427,23.0583333333,23.9583333333,23.237269137,23.0166666667,23.65,22.9206023368,22.7,23.35,22.6828840376,22.4916666667,23.5666666667,22.8692870611,22.675,23.575,22.8732343592,22.675,24.1,23.3894622885,23.1833333333,24.15,23.4938491257,23.3,23.8833333333,23.2188489919,23.0166666667,Bunya,Imanyiro,Uganda,Mayuge,Immanyiro,Sub-county,0.019664,Sub-county,1.452409,,572,239,37,UGA,97,,
572,22.7666666667,22.7666666667,22.7666666667,22.4666666667,22.4666666667,22.4666666667,23.0833333333,23.0833333333,23.0833333333,22.9083333333,22.9083333333,22.9083333333,22.8833333333,22.8833333333,22.8833333333,23.4916666667,23.4916666667,23.4916666667,23.125,23.125,23.125,23.0,23.0,23.0,23.3083333333,23.3083333333,23.3083333333,23.6166666667,23.6166666667,23.6166666667,23.4416666667,23.4416666667,23.4416666667,23.0916666667,23.0916666667,23.0916666667,22.6916666667,22.6916666667,22.6916666667,22.8,22.8,22.8,22.8416666667,22.8416666667,22.8416666667,23.4333333333,23.4333333333,23.4333333333,23.5833333333,23.5833333333,23.5833333333,23.3916666667,23.3916666667,23.3916666667,Bunya,Kigandalo,Uganda,Mayuge,,Sub-county,0.014128,Sub-county,0.761485,,573,239,37,UGA,97,,
573,22.7666666667,22.6333333356,22.4,22.4666666667,22.4060606071,22.3,23.0833333333,23.0196969708,22.9083333333,22.9083333333,22.7416666695,22.45,22.8833333333,22.7500000023,22.5166666667,23.4916666667,23.3643939415,23.1416666667,23.125,22.9977272749,22.775,23.0,22.8818181838,22.675,23.3083333333,23.1204545486,22.7916666667,23.6166666667,23.4136363671,23.0583333333,23.4416666667,23.2871212147,23.0166666667,23.0916666667,22.9492424267,22.7,22.6916666667,22.6189393952,22.4916666667,22.8,22.7545454553,22.675,22.8416666667,22.7810606071,22.675,23.4333333333,23.342424244,23.1833333333,23.5833333333,23.480303032,23.3,23.3916666667,23.2553030326,23.0166666667,Bunya,Kityerera,Uganda,Mayuge,,Sub-county,0.013198,Sub-county,0.785507,,574,239,37,UGA,97,,
574,23.175,22.6936781614,22.4,22.8333333333,22.4459770116,22.3,23.3333333333,23.0522988508,22.9083333333,23.325,22.8106321845,22.45,23.2333333333,22.8063218396,22.5166666667,23.9416666667,23.4261494257,23.1416666667,23.55,23.0577586211,22.775,23.2833333333,22.9298850579,22.675,23.4666666667,23.1767241388,22.7916666667,23.8166666667,23.4764367825,23.0583333333,23.7083333333,23.3428160926,23.0166666667,23.3583333333,23.0020114948,22.7,23.125,22.6663793105,22.4916666667,23.125,22.7879310346,22.675,23.125,22.8152298852,22.675,23.7083333333,23.3833333337,23.1833333333,23.9666666667,23.5316091957,23.3,23.7583333333,23.3135057476,23.0166666667,Bunya,Malongo,Uganda,Mayuge,,Sub-county,0.022642,Sub-county,2.918121,,575,239,37,UGA,97,,
575,22.7666666667,22.4916666667,22.4,22.4666666667,22.3416666667,22.3,23.0833333333,22.9520833333,22.9083333333,22.9083333333,22.5645833333,22.45,22.8833333333,22.6083333333,22.5166666667,23.4916666667,23.2291666667,23.1416666667,23.125,22.8625,22.775,23.0,22.75625,22.675,23.3083333333,22.9208333333,22.7916666667,23.6166666667,23.1979166667,23.0583333333,23.4416666667,23.1229166667,23.0166666667,23.0916666667,22.7979166667,22.7,22.6916666667,22.5416666667,22.4916666667,22.8,22.70625,22.675,22.8416666667,22.7166666667,22.675,23.4333333333,23.2458333333,23.1833333333,23.5833333333,23.3708333333,23.3,23.3916666667,23.1104166667,23.0166666667,Bunya,Mayuge Tc,Uganda,Mayuge,,Sub-county,0.001452,Sub-county,0.209186,,576,239,37,UGA,97,,
576,21.3833333333,21.3833333333,21.3833333333,21.0,21.0,21.0,21.675,21.675,21.675,21.6,21.6,21.6,21.7166666667,21.7166666667,21.7166666667,22.1083333333,22.1083333333,22.1083333333,21.7583333333,21.7583333333,21.7583333333,21.8666666667,21.8666666667,21.8666666667,22.4333333333,22.4333333333,22.4333333333,22.575,22.575,22.575,22.275,22.275,22.275,21.8583333333,21.8583333333,21.8583333333,21.275,21.275,21.275,21.3666666667,21.3666666667,21.3666666667,21.4,21.4,21.4,22.0,22.0,22.0,22.0833333333,22.0833333333,22.0833333333,22.0333333333,22.0333333333,22.0333333333,Bubulo,Bubutu,Uganda,Mbale,,Sub-county,0.00617,Sub-county,0.442892,,577,239,38,UGA,98,,
